区域,小区名称,户型,面积,价格(万),单价(元/平米),地址,朝向,装修,楼层,年代
工业园区,中海国际社区（二区）（工业园区湖东）,2室 2厅,94.83平,271万,28577元/平,工业园区琉璃街165号,南,精装,低区/46层,暂无数据
工业园区,大丰收商业广场（工业园区跨塘）,1室 1厅,46.0平,31万,6739元/平,唯亭镇跨南路2号,暂无数据,毛坯,低区/13层,暂无数据
工业园区,澜调国际（工业园区湖东）,2室 2厅,95.0平,307万,32315元/平,园区港田路511号,南,精装,低区/33层,2011年建
工业园区,景悦星湖（工业园区青剑湖）,3室 2厅,183.0平,459万,25081元/平,唯观路78号,南,毛坯,中区/6层,暂无数据
工业园区,浦湾公馆（工业园区胜浦）,2室 2厅,86.83平,135万,15547元/平,苏州工业园区胜浦通江路68号,暂无数据,毛坯,低区/25层,暂无数据
工业园区,中海国际社区（二区）（工业园区湖东）,2室 2厅,84.46平,220万,26047元/平,工业园区琉璃街165号,南,精装,低区/46层,暂无数据
工业园区,维纳阳光花园南区（工业园区青剑湖）,2室 2厅,78.58平,173万,22015元/平,唯亭西区科能路80号,暂无数据,精装,中区/27层,暂无数据
工业园区,太阳城缘邑（工业园区东沙湖）,3室 2厅,109.0平,317万,29082元/平,东沙湖路和北榭雨街交汇处,南北,毛坯,低区/32层,暂无数据
工业园区,白塘壹号三期（工业园区白塘）,2室 2厅,85.69平,250万,29174元/平,园区白塘路1号,暂无数据,精装,中区/34层,暂无数据
工业园区,路劲主场（工业园区湖东）,2室 2厅,94.0平,245万,26063元/平,锦溪街66号,南,毛坯,高区/33层,暂无数据
工业园区,优公馆（工业园区青剑湖）,2室 2厅,90.59平,180万,19869元/平,科能路18号,南,毛坯,高区/18层,暂无数据
工业园区,金色尚城（工业园区斜塘）,2室 2厅,81.14平,215万,26497元/平,淞江路208号,南北,精装,高区/6层,暂无数据
工业园区,东湖大郡三期（工业园区湖东CBD）,3室 2厅,130.0平,380万,29230元/平,长乐街88号,暂无数据,简装,低区/15层,暂无数据
工业园区,太阳城缘邑（工业园区东沙湖）,4室 2厅,177.5平,470万,26478元/平,东沙湖路和北榭雨街交汇处,南北,毛坯,高区/32层,暂无数据
工业园区,白塘壹号三期（工业园区白塘）,2室 2厅,86.0平,307万,35697元/平,园区白塘路1号,暂无数据,精装,低区/34层,暂无数据
工业园区,维纳阳光花园北区（工业园区青剑湖）,2室 1厅,55.0平,133万,24181元/平,斜塘科能路18号,南,精装,高区/18层,暂无数据
工业园区,白塘壹号三期（工业园区白塘）,2室 2厅,83.43平,246万,29485元/平,园区白塘路1号,南北,精装,高区/32层,暂无数据
工业园区,置地新唯花园（工业园区跨塘）,3室 2厅,128.0平,286万,22343元/平,宋庄路3号,南北,精装,低区/16层,暂无数据
工业园区,青剑湖花园F区（工业园区青剑湖）,3室 2厅,110.73平,184万,16616元/平,江苏省苏州市吴中区亭新街附近,南北,毛坯,中区/17层,暂无数据
工业园区,中信森林湖（工业园区青剑湖）,3室 2厅,96.0平,245万,25520元/平,亭盛街66号,南,毛坯,高区/18层,暂无数据
工业园区,城邦花园东区（工业园区双湖）,3室 2厅,163.91平,400万,24403元/平,高和路58号,南,毛坯,低区/17层,2006年建
工业园区,置地新唯花园（工业园区跨塘）,2室 2厅,89.0平,176万,19775元/平,宋庄路3号,暂无数据,精装,中区/16层,暂无数据
工业园区,路劲主场（工业园区湖东）,1室 2厅,58.85平,141万,23959元/平,锦溪街66号,暂无数据,精装,低区/18层,2009年建
工业园区,金沙富都广场（工业园区青剑湖）,2室 1厅,36.91平,41万,11108元/平,唯华路6号（星湖街与阳澄大道交界处）,暂无数据,精装,中区/8层,暂无数据
工业园区,中海8号公馆（工业园区湖东）,3室 2厅,84.71平,289万,34116元/平,工业园区琉璃街25号,南北,毛坯,中区/9层,2014年建
工业园区,榭雨苑（工业园区东沙湖）,3室 2厅,98.76平,245万,24807元/平,东沈浒路靠近北谢雨路南侧,南,精装,低区/18层,暂无数据
工业园区,路劲凤凰城（工业园区湖东）,3室 2厅,122.4平,320万,26143元/平,榭雨街66号,南北,精装,低区/18层,暂无数据
工业园区,东港新村（工业园区东环）,2室 1厅,76.7平,187万,24380元/平,东环路1500号（东环路和现代大道路口）,南,中装,低区/4层,暂无数据
工业园区,融锦苑（工业园区唯亭）,2室 1厅,79.56平,140万,17596元/平,唯亭金陵路389号,暂无数据,精装,低区/18层,暂无数据
工业园区,东港新村（工业园区东环）,1室 1厅,45.0平,83万,18444元/平,东环路1500号（东环路和现代大道路口）,南,简装,高区/6层,暂无数据
工业园区,东湖林语（工业园区湖东CBD）,3室 2厅,114.3平,327万,28608元/平,津梁街128号,南北,精装,高区/30层,暂无数据
工业园区,置地新唯花园（工业园区跨塘）,3室 2厅,127.93平,266万,20792元/平,宋庄路3号,南,精装,低区/16层,暂无数据
工业园区,太阳星辰花园湖邑（工业园区东沙湖）,2室 2厅,88.67平,240万,27066元/平,榭雨街28号,南,精装,低区/30层,暂无数据
工业园区,澳韵花园（工业园区湖东CBD）,2室 2厅,76.92平,237万,30811元/平,琼姬路66号,南,精装,中区/11层,2008年建
工业园区,莲花新村七区（工业园区斜塘）,2室 2厅,67.0平,140万,20895元/平,斜塘-园区斜塘东延路,暂无数据,精装,中区/4层,暂无数据
工业园区,月亮湾3号美颂花园（工业园区独墅湖高教区）,3室 2厅,99.92平,337万,33726元/平,八达街99号,南,精装,中区/27层,暂无数据
工业园区,澳韵花园（工业园区湖东CBD）,2室 2厅,89.54平,270万,30154元/平,琼姬路66号,暂无数据,精装,高区/11层,暂无数据
工业园区,中旅蓝岸国际（工业园区斜塘）,2室 2厅,97.7平,276万,28249元/平,淞江路218号,南,精装,低区/17层,暂无数据
工业园区,金色尚城（工业园区斜塘）,2室 1厅,77.61平,215万,27702元/平,淞江路208号,南,精装,中区/10层,暂无数据
工业园区,路劲主场（工业园区湖东）,2室 2厅,87.88平,225万,25603元/平,锦溪街66号,南,精装,高区/21层,2013年建
工业园区,澳韵花园（工业园区湖东CBD）,2室 2厅,79.33平,235万,29623元/平,琼姬路66号,南北,精装,中区/11层,暂无数据
工业园区,榭雨苑（工业园区东沙湖）,2室 2厅,80.3平,204万,25404元/平,东沈浒路靠近北谢雨路南侧,南,精装,中区/11层,暂无数据
工业园区,苏安新村（工业园区东环）,2室 1厅,56.13平,92万,16390元/平,娄门路与东环路交汇处,东西,中装,高区/7层,暂无数据
工业园区,第五元素（工业园区湖东CBD）,3室 2厅,116.0平,335万,28879元/平,津梁路113号,南北,精装,高区/25层,暂无数据
工业园区,路劲主场（工业园区湖东）,2室 2厅,84.13平,225万,26744元/平,锦溪街66号,南,精装,中区/33层,2011年建
工业园区,新华苑（工业园区娄葑）,3室 2厅,124.0平,276万,22258元/平,通园路99号,暂无数据,精装,中区/6层,暂无数据
工业园区,路劲凤凰城（工业园区湖东）,3室 2厅,120.87平,270万,22338元/平,榭雨街66号,南,精装,中区/10层,暂无数据
工业园区,第五元素（工业园区湖东CBD）,3室 2厅,116.54平,306万,26274元/平,津梁路113号,暂无数据,精装,低区/25层,暂无数据
工业园区,莲花新村五区（工业园区斜塘）,3室 2厅,99.07平,200万,20187元/平,松涛街靠近独墅湖大道,南北,精装,低区/4层,暂无数据
工业园区,星海云顶花园（工业园区跨塘）,2室 2厅,84.66平,169万,19962元/平,渔泾路与葑亭大道交叉口南50米,暂无数据,精装,中区/16层,暂无数据
工业园区,钟南花苑（工业园区东沙湖）,2室 2厅,87.31平,215万,24624元/平,东沈浒路靠近钟南街右侧,南北,中装,低区/11层,暂无数据
工业园区,天地源橄榄湾（工业园区斜塘）,2室 2厅,87.35平,230万,26330元/平,淞江路218号,暂无数据,精装,中区/16层,暂无数据
工业园区,苏安新村（工业园区东环）,2室 1厅,55.77平,108万,19365元/平,娄门路与东环路交汇处,南北,精装,高区/6层,暂无数据
工业园区,宏葑四村（工业园区东环）,2室 1厅,66.0平,124万,18787元/平,莫邪路与庄先湾路交汇处,南,中装,中区/6层,暂无数据
工业园区,昂内天骄花园（工业园区跨塘）,3室 2厅,122.3平,240万,19623元/平,扬东路208号(扬东路和泾园路交叉口),南北,精装,中区/11层,暂无数据
工业园区,第五元素（工业园区湖东CBD）,1室 2厅,80.61平,240万,29772元/平,津梁路113号,南,精装,高区/25层,2009年建
工业园区,景悦星湖（工业园区青剑湖）,4室 2厅,183.79平,429万,23341元/平,唯观路78号,南北,中装,中区/6层,暂无数据
工业园区,东振小区（工业园区娄葑）,2室 2厅,99.15平,200万,20171元/平,东振路85号,南,中装,中区/12层,暂无数据
工业园区,中海国际社区（二区）（工业园区湖东）,2室 2厅,94.84平,261万,27520元/平,工业园区琉璃街165号,南,精装,中区/46层,暂无数据
工业园区,昂内天骄花园（工业园区跨塘）,2室 2厅,109.0平,205万,18807元/平,扬东路208号(扬东路和泾园路交叉口),南北,精装,高区/11层,暂无数据
工业园区,中旅蓝岸国际（工业园区斜塘）,3室 2厅,108.9平,276万,25344元/平,淞江路218号,暂无数据,精装,中区/11层,暂无数据
工业园区,东湖大郡三期（工业园区湖东CBD）,2室 2厅,86.62平,285万,32983元/平,长乐街88号,南北,精装,高区/16层,暂无数据
工业园区,高浜二村（工业园区跨塘）,1室 1厅,45.59平,82万,17986元/平,葑亭大道与汇隆街交汇处,暂无数据,精装,中区/4层,暂无数据
工业园区,中海御湖熙岸东区（工业园区双湖）,4室 2厅,163.79平,630万,38463元/平,星港街转水坊路,南,精装,中区/11层,暂无数据
工业园区,城邦花园东区（工业园区双湖）,2室 2厅,83.28平,300万,36023元/平,高和路58号,暂无数据,毛坯,低区/29层,暂无数据
工业园区,泾园二村南区（工业园区跨塘）,3室 2厅,93.63平,175万,18690元/平,泾园路（扬东路与泾园路交接处东侧）,暂无数据,精装,低区/4层,暂无数据
工业园区,独墅苑西区（工业园区娄葑）,3室 2厅,126.39平,378万,29907元/平,东振路58号,暂无数据,中装,低区/3层,暂无数据
工业园区,蝴蝶湾（工业园区斜塘）,6室 2厅,263.91平,664万,25160元/平,星湖街1200号,南北,毛坯,高区/31层,暂无数据
工业园区,韵动汇（工业园区娄葑）,3室 2厅,115.03平,260万,22602元/平,东振路58号,南,精装,高区/9层,暂无数据
工业园区,一斗山路（工业园区东环）,2室 1厅,55.5平,118万,21261元/平,一斗山路,南,中装,高区/6层,暂无数据
工业园区,高尔夫花园（工业园区双湖）,3室 2厅,139.98平,434万,31004元/平,金鸡湖大道靠近星波街,南北,精装,中区/11层,暂无数据
工业园区,澳韵花园（工业园区湖东CBD）,2室 2厅,84.95平,246万,28958元/平,琼姬路66号,暂无数据,精装,低区/11层,暂无数据
工业园区,高尔夫花园（工业园区双湖）,2室 2厅,93.23平,306万,32822元/平,金鸡湖大道靠近星波街,暂无数据,精装,高区/21层,2005年建
工业园区,第五元素（工业园区湖东CBD）,2室 2厅,102.83平,291万,28299元/平,津梁路113号,南北,精装,中区/24层,暂无数据
工业园区,敦煌新村一区（工业园区斜塘）,2室 2厅,101.45平,190万,18728元/平,敦煌路靠近星塘街,暂无数据,精装,高区/4层,暂无数据
工业园区,星海云顶花园（工业园区跨塘）,2室 2厅,102.0平,180万,17647元/平,渔泾路与葑亭大道交叉口南50米,南北,精装,低区/17层,暂无数据
工业园区,古娄一村三区（工业园区跨塘）,3室 2厅,96.0平,184万,19166元/平,葑亭大道蠡塘路附近,暂无数据,精装,中区/4层,暂无数据
工业园区,榭雨苑（工业园区东沙湖）,3室 2厅,88.29平,240万,27183元/平,东沈浒路靠近北谢雨路南侧,南,精装,中区/27层,暂无数据
工业园区,中旅蓝岸国际（工业园区斜塘）,2室 2厅,97.85平,276万,28206元/平,淞江路218号,南北,精装,中区/11层,暂无数据
工业园区,青年公社小区（工业园区湖东）,2室 2厅,86.4平,129万,14930元/平,青丘街,暂无数据,精装,低区/20层,2005年建
工业园区,东园映象（工业园区跨塘）,3室 2厅,109.63平,179万,16327元/平,蠡塘路96号,南,精装,高区/16层,暂无数据
工业园区,娄门路130号（工业园区东环）,2室 1厅,81.4平,178万,21867元/平,娄门路130号,暂无数据,中装,中区/6层,暂无数据
工业园区,金怡苑小区（工业园区唯亭）,2室 2厅,88.0平,150万,17045元/平,兴浦路西新胜路北,南北,精装,低区/18层,暂无数据
工业园区,东港新村（工业园区东环）,2室 1厅,69.28平,133万,19197元/平,东环路1500号（东环路和现代大道路口）,南,简装,高区/6层,暂无数据
工业园区,中旅蓝岸国际（工业园区斜塘）,4室 2厅,143.11平,435万,30396元/平,淞江路218号,南,精装,低区/17层,暂无数据
工业园区,东湖林语（工业园区湖东CBD）,3室 2厅,112.21平,320万,28517元/平,津梁街128号,南北,精装,低区/30层,暂无数据
工业园区,榭雨苑（工业园区东沙湖）,2室 2厅,80.46平,210万,26099元/平,东沈浒路靠近北谢雨路南侧,南北,精装,中区/15层,2009年建
工业园区,置地青湖语城（工业园区青剑湖）,3室 2厅,86.15平,215万,24956元/平,澄湖大道以北与展业路以西交汇,南北,精装,高区/11层,暂无数据
工业园区,和乔丽晶（工业园区双湖）,2室 2厅,130.65平,400万,30616元/平,星州街9号,暂无数据,精装,低区/27层,暂无数据
工业园区,路劲主场（工业园区湖东）,3室 2厅,87.15平,230万,26391元/平,锦溪街66号,南北,精装,低区/18层,2011年建
工业园区,榭雨苑（工业园区东沙湖）,3室 2厅,89.0平,235万,26404元/平,东沈浒路靠近北谢雨路南侧,南北,简装,低区/27层,暂无数据
工业园区,澳韵花园（工业园区湖东CBD）,2室 2厅,89.54平,271万,30265元/平,琼姬路66号,南北,中装,低区/11层,暂无数据
工业园区,太阳星辰花园湖邑（工业园区东沙湖）,1室 2厅,62.0平,174万,28064元/平,榭雨街28号,南,精装,低区/31层,暂无数据
工业园区,第五元素（工业园区湖东CBD）,2室 2厅,92.89平,278万,29927元/平,津梁路113号,南,精装,高区/18层,2009年建
工业园区,东湖大郡二期（工业园区湖东CBD）,3室 2厅,104.0平,310万,29807元/平,南施街133号,暂无数据,精装,低区/17层,暂无数据
工业园区,悦湖（工业园区娄葑）,7室 2厅,240.36平,510万,21218元/平,企鸿路1号,南北,毛坯,中区/23层,暂无数据
工业园区,上君花园临湖壹号（工业园区青剑湖）,3室 2厅,88.6平,225万,25395元/平,青剑湖北、星湖街东侧,东西,精装,中区/11层,暂无数据
工业园区,融锦苑（工业园区唯亭）,3室 2厅,89.0平,160万,17977元/平,唯亭金陵路389号,暂无数据,毛坯,中区/11层,暂无数据
工业园区,路劲主场（工业园区湖东）,1室 1厅,48.0平,125万,26041元/平,锦溪街66号,西,简装,中区/33层,2011年建
工业园区,金怡苑小区（工业园区唯亭）,2室 2厅,80.9平,153万,18912元/平,兴浦路西新胜路北,南,精装,低区/14层,暂无数据
工业园区,澜调国际（工业园区湖东）,3室 2厅,127.22平,439万,34507元/平,园区港田路511号,南北,精装,中区/11层,暂无数据
工业园区,太阳星辰花园湖邑（工业园区东沙湖）,1室 1厅,62.46平,170万,27217元/平,榭雨街28号,暂无数据,精装,中区/31层,暂无数据
工业园区,昂内天骄花园（工业园区跨塘）,3室 2厅,122.0平,243万,19918元/平,扬东路208号(扬东路和泾园路交叉口),暂无数据,精装,中区/11层,暂无数据
工业园区,昂内天骄花园（工业园区跨塘）,2室 2厅,100.0平,194万,19400元/平,扬东路208号(扬东路和泾园路交叉口),南北,精装,高区/11层,暂无数据
工业园区,建屋海德公园（工业园区独墅湖高教区）,3室 2厅,140.0平,370万,26428元/平,翰林路靠近林泉街南侧,暂无数据,毛坯,中区/27层,暂无数据
工业园区,东港新村（工业园区东环）,2室 1厅,64.4平,125万,19409元/平,东环路1500号（东环路和现代大道路口）,南,精装,高区/6层,暂无数据
工业园区,维纳阳光花园北区（工业园区青剑湖）,2室 2厅,87.0平,196万,22528元/平,斜塘科能路18号,北,精装,中区/18层,暂无数据
工业园区,路劲凤凰城（工业园区湖东）,3室 2厅,120.87平,290万,23992元/平,榭雨街66号,南北,精装,高区/10层,暂无数据
工业园区,城邦花园东区（工业园区双湖）,2室 2厅,110.0平,286万,26000元/平,高和路58号,东北,毛坯,低区/22层,2006年建
工业园区,星胜客（南）（工业园区胜浦）,2室 2厅,67.2平,118万,17559元/平,胜浦新胜路366号,南,精装,高区/18层,暂无数据
工业园区,榭雨苑（工业园区东沙湖）,2室 2厅,68.48平,199万,29059元/平,东沈浒路靠近北谢雨路南侧,南北,精装,低区/18层,暂无数据
工业园区,钟南花苑（工业园区东沙湖）,2室 2厅,89.48平,210万,23468元/平,东沈浒路靠近钟南街右侧,南,精装,低区/25层,暂无数据
工业园区,路劲凤凰城（工业园区湖东）,1室 1厅,52.0平,135万,25961元/平,榭雨街66号,南,精装,高区/25层,暂无数据
工业园区,苏安新村（工业园区东环）,2室 1厅,56.58平,106万,18734元/平,娄门路与东环路交汇处,暂无数据,简装,高区/7层,暂无数据
工业园区,澜调国际（工业园区湖东）,3室 2厅,212.31平,745万,35090元/平,园区港田路511号,南北,精装,中区/6层,暂无数据
工业园区,钟南花苑（工业园区东沙湖）,2室 2厅,89.48平,205万,22910元/平,东沈浒路靠近钟南街右侧,南北,精装,中区/25层,暂无数据
工业园区,天地源橄榄湾（工业园区斜塘）,3室 2厅,124.5平,290万,23293元/平,淞江路218号,南北,毛坯,低区/16层,暂无数据
工业园区,淞渔社区淞泽家园九区（工业园区车坊）,3室 2厅,126.0平,266万,21111元/平,淞渔社区淞泽家园九区,南北,精装,低区/4层,暂无数据
工业园区,青湖丽苑星湖客（工业园区青剑湖）,3室 2厅,110.5平,253万,22895元/平,园区亭文街（星湖街西环湖路北）,暂无数据,精装,低区/9层,暂无数据
工业园区,和乔丽晶（工业园区双湖）,3室 2厅,130.65平,409万,31305元/平,星州街9号,南,精装,低区/27层,暂无数据
工业园区,金邻苑（工业园区胜浦）,3室 2厅,100.55平,174万,17304元/平,胜浦镇新胜路与兴浦路交界处,南北,中装,低区/17层,暂无数据
工业园区,第五元素（工业园区湖东CBD）,2室 2厅,102.73平,295万,28716元/平,津梁路113号,南,精装,中区/24层,暂无数据
工业园区,第五元素（工业园区湖东CBD）,3室 2厅,121.0平,368万,30413元/平,津梁路113号,暂无数据,中装,中区/25层,暂无数据
工业园区,厦亭家园（工业园区唯亭）,3室 1厅,96.0平,169万,17604元/平,蠡塘路与跨盛路交汇处,南北,精装,低区/4层,暂无数据
工业园区,钟南花苑（工业园区东沙湖）,3室 2厅,98.0平,255万,26020元/平,东沈浒路靠近钟南街右侧,南北,精装,中区/23层,暂无数据
工业园区,金色尚城（工业园区斜塘）,2室 2厅,82.18平,218万,26527元/平,淞江路208号,南,精装,中区/11层,暂无数据
工业园区,路劲凤凰城（工业园区湖东）,3室 2厅,128.58平,286万,22242元/平,榭雨街66号,南,精装,高区/18层,暂无数据
工业园区,路劲凤凰城（工业园区湖东）,2室 2厅,96.1平,225万,23413元/平,榭雨街66号,南,精装,低区/25层,暂无数据
工业园区,第五元素（工业园区湖东CBD）,2室 2厅,93.45平,260万,27822元/平,津梁路113号,暂无数据,精装,低区/18层,2007年建
工业园区,高浜新一村（工业园区跨塘）,2室 2厅,95.0平,165万,17368元/平,苏州工业园跨塘镇,暂无数据,精装,低区/4层,暂无数据
工业园区,钟南花苑（工业园区东沙湖）,3室 2厅,98.13平,236万,24049元/平,东沈浒路靠近钟南街右侧,南,精装,低区/23层,暂无数据
工业园区,中旅蓝岸国际（工业园区斜塘）,2室 2厅,97.21平,276万,28392元/平,淞江路218号,南,精装,中区/17层,暂无数据
工业园区,钟南花苑（工业园区东沙湖）,2室 2厅,87.0平,225万,25862元/平,东沈浒路靠近钟南街右侧,南,简装,中区/11层,暂无数据
工业园区,葑谊新村南区（工业园区娄葑）,2室 2厅,82.47平,184万,22311元/平,葑谊街与东环路交汇,暂无数据,中装,低区/6层,暂无数据
工业园区,钟南花苑（工业园区东沙湖）,2室 2厅,88.65平,220万,24816元/平,东沈浒路靠近钟南街右侧,南北,精装,中区/8层,暂无数据
工业园区,怡和花园（工业园区双湖）,4室 2厅,207.39平,980万,47253元/平,星湖街靠近金鸡湖大道,南,精装,高区/8层,暂无数据
工业园区,名湖花园（工业园区双湖）,3室 2厅,113.92平,429万,37658元/平,星湖街200号,西,中装,低区/11层,暂无数据
工业园区,青湖丽苑星湖客（工业园区青剑湖）,4室 2厅,142.01平,325万,22885元/平,园区亭文街（星湖街西环湖路北）,南,精装,低区/10层,暂无数据
工业园区,上君花园临湖壹号（工业园区青剑湖）,3室 1厅,79.54平,176万,22127元/平,青剑湖北、星湖街东侧,南,精装,低区/11层,暂无数据
工业园区,万科中粮逸庭（工业园区湖东CBD）,4室 2厅,278.0平,1200万,43165元/平,琼姬路69号,南北,豪装,低区/3层,暂无数据
工业园区,路劲凤凰城（工业园区湖东）,2室 2厅,106.0平,240万,22641元/平,榭雨街66号,南北,精装,中区/18层,2006年建
工业园区,榭雨苑（工业园区东沙湖）,2室 2厅,69.16平,179万,25882元/平,东沈浒路靠近北谢雨路南侧,南北,精装,低区/18层,暂无数据
工业园区,水云居西区（工业园区双湖）,3室 2厅,143.38平,600万,41846元/平,高和路79号,南,精装,中区/8层,暂无数据
工业园区,金色尚城（工业园区斜塘）,2室 2厅,79.0平,215万,27215元/平,淞江路208号,南,精装,中区/10层,暂无数据
工业园区,合景领汇（工业园区湖东CBD）,1室 1厅,42.0平,130万,30952元/平,苏州大道东278号,北,精装,中区/27层,2015年建
工业园区,星海云顶花园（工业园区跨塘）,4室 2厅,182.0平,280万,15384元/平,渔泾路与葑亭大道交叉口南50米,暂无数据,简装,高区/15层,暂无数据
工业园区,万科玲珑东区（工业园区东沙湖）,3室 2厅,109.0平,388万,35596元/平,东沙湖路与星塘街交汇处东北,南,精装,中区/26层,暂无数据
工业园区,中央景城（工业园区白塘）,2室 2厅,90.26平,317万,35120元/平,九华路88号,南,精装,中区/18层,暂无数据
工业园区,乐嘉大厦（工业园区湖东CBD）,2室 1厅,83.0平,240万,28915元/平,嘉瑞巷8号,南,豪装,高区/28层,2008年建
工业园区,九龙仓年华里（工业园区东沙湖）,3室 2厅,99.56平,296万,29730元/平,东沙湖路128号,暂无数据,精装,高区/25层,暂无数据
工业园区,九龙仓繁华里（工业园区东沙湖）,4室 2厅,142.0平,521万,36690元/平,东沙湖路108号,南,豪装,高区/18层,2013年建
工业园区,九龙仓年华里（工业园区东沙湖）,3室 2厅,98.0平,286万,29183元/平,东沙湖路128号,南,毛坯,中区/30层,暂无数据
工业园区,九龙仓年华里（工业园区东沙湖）,3室 2厅,118.0平,358万,30338元/平,东沙湖路128号,南北,暂无数据,低区/30层,暂无数据
工业园区,乐嘉大厦（工业园区湖东CBD）,2室 2厅,89.3平,235万,26315元/平,嘉瑞巷8号,南北,豪装,中区/28层,2008年建
工业园区,中海国际社区（三区）（工业园区湖东）,2室 1厅,60.81平,175万,28778元/平,工业园区琉璃街166号,暂无数据,中装,高区/16层,2013年建
工业园区,九龙仓年华里（工业园区东沙湖）,3室 2厅,118.0平,347万,29406元/平,东沙湖路128号,南北,毛坯,中区/30层,2014年建
工业园区,自由水岸花园（工业园区湖东CBD）,2室 2厅,100.0平,307万,30700元/平,津梁街288号,南,精装,高区/23层,2008年建
工业园区,自由水岸花园（工业园区湖东CBD）,2室 1厅,76.0平,220万,28947元/平,津梁街288号,暂无数据,精装,低区/24层,暂无数据
工业园区,中旅蓝岸国际（工业园区斜塘）,3室 2厅,134.69平,408万,30291元/平,淞江路218号,暂无数据,毛坯,低区/14层,暂无数据
工业园区,乐嘉大厦（工业园区湖东CBD）,1室 2厅,61.0平,184万,30163元/平,嘉瑞巷8号,东,暂无数据,中区/28层,2008年建
工业园区,九龙仓年华里（工业园区东沙湖）,3室 2厅,98.58平,305万,30939元/平,东沙湖路128号,南,毛坯,高区/30层,暂无数据
工业园区,中央景城（工业园区白塘）,2室 2厅,93.0平,342万,36774元/平,九华路88号,南,精装,高区/32层,2013年建
工业园区,诚品居所（工业园区湖东CBD）,2室 2厅,123.0平,660万,53658元/平,园区月廊街8号,西,精装,中区/26层,暂无数据
工业园区,和风雅致（工业园区玲珑）,3室 2厅,128.0平,613万,47890元/平,和众街215号,南,精装,高区/20层,暂无数据
工业园区,九龙仓繁华里（工业园区东沙湖）,3室 2厅,98.0平,345万,35204元/平,东沙湖路108号,暂无数据,精装,中区/28层,2012年建
工业园区,乐嘉大厦（工业园区湖东CBD）,2室 2厅,90.0平,230万,25555元/平,嘉瑞巷8号,北,精装,低区/28层,2008年建
工业园区,中海国际社区（七区）（工业园区湖东）,2室 2厅,96.5平,301万,31191元/平,工业园区琉璃街186号,南,精装,中区/25层,2012年建
工业园区,九龙仓年华里（工业园区东沙湖）,4室 2厅,142.0平,459万,32330元/平,东沙湖路128号,暂无数据,毛坯,高区/30层,2015年建
工业园区,路劲主场（工业园区湖东）,1室 1厅,58.86平,138万,23445元/平,锦溪街66号,南,精装,低区/18层,2011年建
工业园区,环球188（工业园区湖西CBD）,1室 1厅,84.0平,357万,42500元/平,苏惠路88号,暂无数据,中装,低区/56层,2009年建
工业园区,东湖大郡一期东区（工业园区湖东CBD）,5室 3厅,222.26平,633万,28480元/平,金鸡湖东（南施街与方洲路交汇处）,南,精装,高区/11层,暂无数据
工业园区,雅戈尔YAKR公馆（工业园区玲珑）,1室 1厅,54.64平,162万,29648元/平,沈浒路535号,南,豪装,中区/29层,2007年建
工业园区,九龙仓繁华里（工业园区东沙湖）,3室 2厅,98.0平,358万,36530元/平,东沙湖路108号,南,精装,中区/25层,暂无数据
工业园区,九龙仓繁华里（工业园区东沙湖）,2室 2厅,92.51平,312万,33726元/平,东沙湖路108号,南北,精装,中区/30层,2015年建
工业园区,万科玲珑东区（工业园区东沙湖）,4室 2厅,139.85平,530万,37897元/平,东沙湖路与星塘街交汇处东北,南,精装,高区/26层,暂无数据
工业园区,水墨三十度（工业园区湖东）,2室 2厅,96.63平,327万,33840元/平,兆家巷北侧靠近钟南街,南北,精装,低区/25层,暂无数据
工业园区,九龙仓年华里（工业园区东沙湖）,3室 2厅,99.0平,286万,28888元/平,东沙湖路128号,南,毛坯,中区/30层,2014年建
工业园区,湖畔天城（工业园区湖东CBD）,2室 2厅,99.35平,256万,25767元/平,钟园路669号,南,精装,中区/25层,暂无数据
工业园区,九龙仓繁华里（工业园区东沙湖）,1室 2厅,68.06平,210万,30855元/平,东沙湖路108号,南,精装,中区/30层,2015年建
工业园区,九龙仓年华里（工业园区东沙湖）,3室 2厅,117.09平,332万,28354元/平,东沙湖路128号,南北,简装,中区/26层,暂无数据
工业园区,乐嘉大厦（工业园区湖东CBD）,1室 1厅,62.0平,189万,30483元/平,嘉瑞巷8号,东南,精装,中区/28层,2008年建
工业园区,雅戈尔YAKR公馆（工业园区玲珑）,1室 1厅,41.0平,128万,31365元/平,沈浒路535号,北,精装,中区/32层,暂无数据
工业园区,合景领汇（工业园区湖东CBD）,1室 1厅,43.0平,123万,28604元/平,苏州大道东278号,北,精装,低区/27层,2015年建
工业园区,合景领汇（工业园区湖东CBD）,1室 1厅,43.0平,132万,30837元/平,苏州大道东278号,南,暂无数据,高区/27层,2015年建
工业园区,中海国际社区（四区）（工业园区湖东）,2室 2厅,102.0平,291万,28529元/平,丽帆巷靠近琉璃街,南北,精装,低区/25层,2014年建
工业园区,太阳星辰花园湖邑（工业园区东沙湖）,2室 1厅,68.0平,210万,30882元/平,榭雨街28号,暂无数据,精装,中区/31层,暂无数据
工业园区,诚品居所（工业园区湖东CBD）,1室 1厅,95.0平,550万,57894元/平,园区月廊街8号,暂无数据,豪装,高区/26层,暂无数据
工业园区,中海国际社区（四区）（工业园区湖东）,2室 2厅,89.9平,286万,31813元/平,丽帆巷靠近琉璃街,南,精装,中区/21层,2012年建
